sample_id,field,year,layer,u0,u1
156,Management Occupations,2018,1,17.19822,3.5739493
157,Sales and Related Occupations,2024,1,18.234455,1.6259643
158,Management Occupations,2017,1,17.738253,10.142203
159,Sales and Related Occupations,2021,1,23.208153,7.597003
160,Business and Financial Operations Occupations,2019,1,18.561123,10.267627
161,Management Occupations,2016,1,18.00718,3.285227
162,Business and Financial Operations Occupations,2022,1,17.233086,5.6820345
163,Management Occupations,2021,1,17.25095,5.589424
164,Educational Instruction and Library Occupations,2018,1,18.68488,10.363271
165,Sales and Related Occupations,2024,1,17.57625,10.103177
166,Management Occupations,2023,1,18.848738,14.630475
167,Computer and Mathematical Occupations,2021,1,17.297829,14.743569
168,Educational Instruction and Library Occupations,2023,1,21.808613,11.400884
169,Business and Financial Operations Occupations,2019,1,16.769922,8.330608
170,Computer and Mathematical Occupations,2018,1,17.131042,9.238232
171,Business and Financial Operations Occupations,2023,1,16.998308,6.199848
172,Business and Financial Operations Occupations,2018,1,16.442238,9.500151
173,Computer and Mathematical Occupations,2025,1,16.543043,9.619149
174,Business and Financial Operations Occupations,2016,1,15.386191,12.841197
175,Sales and Related Occupations,2022,1,17.998194,3.296437
176,Business and Financial Operations Occupations,2022,1,17.29882,14.742292
177,Educational Instruction and Library Occupations,2021,1,17.355871,4.495727
178,Educational Instruction and Library Occupations,2023,1,17.567486,10.110497
179,Business and Financial Operations Occupations,2018,1,18.54562,10.248675
180,Business and Financial Operations Occupations,2019,1,16.741379,8.26533
181,Business and Financial Operations Occupations,2022,1,15.341493,12.886904
182,Computer and Mathematical Occupations,2017,1,16.906433,6.8301
183,Educational Instruction and Library Occupations,2024,1,18.241257,1.6186835
184,Computer and Mathematical Occupations,2021,1,17.073359,7.8688135
185,Computer and Mathematical Occupations,2016,1,17.172726,5.7574253
186,Sales and Related Occupations,2016,1,17.510788,8.394432
187,Sales and Related Occupations,2018,1,23.121635,4.96597
188,Business and Financial Operations Occupations,2022,1,16.742655,8.343502
189,Business and Financial Operations Occupations,2022,1,17.248121,9.854638
190,Business and Financial Operations Occupations,2022,1,17.206882,9.181775
191,Business and Financial Operations Occupations,2024,1,16.974943,7.837347
192,Sales and Related Occupations,2015,1,16.93143,6.4092417
193,Educational Instruction and Library Occupations,2023,1,16.485037,9.536511
194,Management Occupations,2023,1,12.025588,15.47624
195,Business and Financial Operations Occupations,2016,1,16.951529,7.5502415
196,Educational Instruction and Library Occupations,2018,1,17.548046,8.425425
197,Business and Financial Operations Occupations,2018,1,18.567783,10.267
198,Business and Financial Operations Occupations,2018,1,17.185156,3.567931
199,Computer and Mathematical Occupations,2025,1,17.453766,9.0853195
200,Sales and Related Occupations,2019,1,16.932337,7.937367
201,Management Occupations,2023,1,16.982315,7.901872
202,Computer and Mathematical Occupations,2023,1,17.260422,9.794699
203,Business and Financial Operations Occupations,2018,1,16.950039,7.559929
204,Sales and Related Occupations,2017,1,16.983057,7.869145
205,Sales and Related Occupations,2013,1,16.902319,7.127574
206,Business and Financial Operations Occupations,2020,1,17.240932,9.792818
207,Management Occupations,2018,1,17.297865,14.743451
208,Sales and Related Occupations,2023,1,16.796993,8.789022
209,Computer and Mathematical Occupations,2018,1,17.296396,14.744364
210,Computer and Mathematical Occupations,2019,1,18.19405,10.159687
211,Management Occupations,2022,1,17.231218,5.4410176
212,Business and Financial Operations Occupations,2021,1,21.80879,11.401049
213,Business and Financial Operations Occupations,2018,1,17.231232,5.6773243
214,Management Occupations,2022,1,21.808655,11.4008255
215,Educational Instruction and Library Occupations,2022,1,17.37824,4.3814793
216,Sales and Related Occupations,2016,1,16.460684,9.475315
217,Business and Financial Operations Occupations,2019,1,16.496197,9.222129
218,Computer and Mathematical Occupations,2018,1,16.851538,8.8039465
219,Sales and Related Occupations,2015,1,16.472635,9.256928
220,Sales and Related Occupations,2015,1,18.566862,10.266943
221,Sales and Related Occupations,2015,1,21.808718,11.400992
222,Business and Financial Operations Occupations,2016,1,17.193235,5.7482758
223,Management Occupations,2022,1,16.745296,8.243009
224,Computer and Mathematical Occupations,2022,1,17.476997,9.089418
225,Computer and Mathematical Occupations,2016,1,17.067488,6.0439677
226,Business and Financial Operations Occupations,2021,1,16.843128,6.71423
227,Computer and Mathematical Occupations,2018,1,17.984297,3.2978413
228,Computer and Mathematical Occupations,2022,1,17.142115,9.777221
229,Educational Instruction and Library Occupations,2025,1,17.1106,5.89436
230,Business and Financial Operations Occupations,2015,1,17.243216,5.6453457
231,Computer and Mathematical Occupations,2020,1,17.348064,8.439882
232,Educational Instruction and Library Occupations,2015,1,17.189457,3.7961812
233,Computer and Mathematical Occupations,2023,1,16.848907,8.772044
234,Management Occupations,2019,1,17.523949,8.373513
235,Educational Instruction and Library Occupations,2020,1,17.699566,8.627939
236,Educational Instruction and Library Occupations,2023,1,17.439354,8.549536
237,Business and Financial Operations Occupations,2016,1,17.298693,14.742076
238,Computer and Mathematical Occupations,2019,1,16.937868,7.825986
239,Computer and Mathematical Occupations,2021,1,20.776644,8.271048
240,Educational Instruction and Library Occupations,2019,1,17.56204,8.416321
241,Management Occupations,2022,1,16.770428,8.572855
242,Sales and Related Occupations,2020,1,16.993511,7.8805933
243,Business and Financial Operations Occupations,2022,1,16.978735,9.025469
244,Business and Financial Operations Occupations,2022,1,16.907866,7.1250987
245,Business and Financial Operations Occupations,2024,1,16.558592,9.646939
246,Management Occupations,2014,1,17.473953,8.345677
247,Educational Instruction and Library Occupations,2023,1,17.483938,9.096379
248,Business and Financial Operations Occupations,2022,1,17.297886,14.743556
249,Business and Financial Operations Occupations,2016,1,16.935364,7.4547663
250,Educational Instruction and Library Occupations,2023,1,16.751526,8.169257
251,Sales and Related Occupations,2018,1,16.7759,8.7635355
252,Business and Financial Operations Occupations,2017,1,16.500736,9.562656
253,Management Occupations,2014,1,23.122175,4.966368
254,Sales and Related Occupations,2022,1,17.188093,3.7985308
255,Sales and Related Occupations,2021,1,16.767494,8.205261
256,Educational Instruction and Library Occupations,2024,1,17.50424,9.057642
257,Educational Instruction and Library Occupations,2018,1,17.657852,10.084138
258,Educational Instruction and Library Occupations,2016,1,17.139254,5.9351244
259,Management Occupations,2016,1,16.96398,7.9432774
260,Sales and Related Occupations,2018,1,18.884119,10.475692
261,Computer and Mathematical Occupations,2015,1,17.275469,9.926132
262,Management Occupations,2017,1,17.746168,10.13437
263,Sales and Related Occupations,2021,1,16.728344,8.326531
264,Management Occupations,2022,1,23.208097,7.5970073
265,Business and Financial Operations Occupations,2017,1,18.847733,14.628758
266,Sales and Related Occupations,2024,1,17.290453,9.2147875
267,Computer and Mathematical Occupations,2021,1,12.02707,15.477486
268,Management Occupations,2017,1,17.186457,3.791602
269,Business and Financial Operations Occupations,2018,1,12.025491,15.476257
270,Educational Instruction and Library Occupations,2023,1,16.89571,9.689242
271,Educational Instruction and Library Occupations,2022,1,17.290058,3.995632
272,Management Occupations,2016,1,17.380192,4.383102
273,Management Occupations,2024,1,17.657404,10.1262665
274,Educational Instruction and Library Occupations,2017,1,16.837278,9.6650095
275,Business and Financial Operations Occupations,2022,1,15.352049,12.874469
276,Business and Financial Operations Occupations,2024,1,23.20806,7.5969963
277,Computer and Mathematical Occupations,2018,1,16.909374,9.7083235
278,Business and Financial Operations Occupations,2023,1,17.298073,14.741909
279,Sales and Related Occupations,2012,1,17.3757,4.377669
280,Management Occupations,2018,1,18.702717,10.369707
281,Educational Instruction and Library Occupations,2025,1,16.747066,8.209139
282,Management Occupations,2016,1,16.838335,8.001708
283,Business and Financial Operations Occupations,2017,1,16.779867,8.553272
284,Sales and Related Occupations,2017,1,15.342469,12.885663
285,Sales and Related Occupations,2015,1,20.778467,8.272118
286,Business and Financial Operations Occupations,2021,1,15.345244,12.882941
287,Management Occupations,2021,1,17.349722,4.190157
288,Business and Financial Operations Occupations,2019,1,23.208157,7.5970182
289,Management Occupations,2019,1,18.848272,14.629133
290,Computer and Mathematical Occupations,2019,1,17.524975,8.395211
291,Computer and Mathematical Occupations,2015,1,16.974115,7.864852
292,Management Occupations,2022,1,18.965683,10.622475
293,Educational Instruction and Library Occupations,2017,1,16.504702,9.276875
294,Sales and Related Occupations,2023,1,16.921156,7.9058213
295,Sales and Related Occupations,2020,1,16.902752,6.8794217
296,Business and Financial Operations Occupations,2018,1,17.729328,10.133976
297,Sales and Related Occupations,2022,1,18.224396,1.6446298
298,Management Occupations,2023,1,16.468876,9.48477
299,Educational Instruction and Library Occupations,2025,1,16.901762,7.695969
300,Sales and Related Occupations,2018,1,16.477697,9.531486
301,Computer and Mathematical Occupations,2023,1,17.162432,3.7814748
302,Business and Financial Operations Occupations,2017,1,18.23874,1.6212044
303,Educational Instruction and Library Occupations,2025,1,17.615993,8.558255
304,Computer and Mathematical Occupations,2016,1,17.296953,14.744223
305,Management Occupations,2014,1,16.844398,6.7197895
306,Business and Financial Operations Occupations,2018,1,16.961369,7.9476104
307,Sales and Related Occupations,2016,1,17.049467,9.668508
308,Computer and Mathematical Occupations,2023,1,23.144848,4.99077
309,Sales and Related Occupations,2023,1,18.67521,10.346653
310,Sales and Related Occupations,2017,1,17.335947,4.8848186
311,Computer and Mathematical Occupations,2017,1,17.669714,8.610774
312,Sales and Related Occupations,2025,1,16.499866,9.596402
313,Business and Financial Operations Occupations,2024,1,16.76366,8.344971
314,Business and Financial Operations Occupations,2021,1,16.756598,8.151127
315,Management Occupations,2016,1,17.135443,5.850286
316,Business and Financial Operations Occupations,2022,1,23.12155,4.9672585
317,Management Occupations,2019,1,17.023926,7.91659
318,Sales and Related Occupations,2019,1,17.116306,5.9206824
319,Educational Instruction and Library Occupations,2019,1,18.84444,14.626448
320,Management Occupations,2023,1,17.896893,2.833374
321,Management Occupations,2018,1,17.446775,9.054453
322,Sales and Related Occupations,2014,1,20.76385,8.286015
323,Management Occupations,2018,1,21.808826,11.401036
324,Educational Instruction and Library Occupations,2018,1,16.515932,9.632461
325,Educational Instruction and Library Occupations,2022,1,16.774784,8.330515
326,Sales and Related Occupations,2011,1,17.138971,9.774755
327,Educational Instruction and Library Occupations,2024,1,16.454964,9.44564
328,Business and Financial Operations Occupations,2018,1,17.1727,9.802162
329,Sales and Related Occupations,2018,1,17.29671,14.743645
330,Management Occupations,2024,1,17.22707,5.657967
331,Sales and Related Occupations,2017,1,17.268341,9.233853
332,Business and Financial Operations Occupations,2021,1,16.71568,8.251186
333,Computer and Mathematical Occupations,2017,1,17.155956,5.8163943
334,Computer and Mathematical Occupations,2017,1,17.757423,3.5200477
335,Computer and Mathematical Occupations,2014,1,16.888758,7.959471
336,Educational Instruction and Library Occupations,2023,1,17.72517,10.127571
337,Computer and Mathematical Occupations,2022,1,17.22114,5.492421
338,Business and Financial Operations Occupations,2022,1,17.335905,4.9232316
339,Educational Instruction and Library Occupations,2018,1,17.670292,8.56753
340,Educational Instruction and Library Occupations,2021,1,17.549984,8.853705
341,Educational Instruction and Library Occupations,2016,1,16.988054,6.2040777
342,Educational Instruction and Library Occupations,2017,1,16.97935,7.881871
343,Computer and Mathematical Occupations,2015,1,17.197388,9.810524
344,Computer and Mathematical Occupations,2022,1,16.73022,8.182749
345,Management Occupations,2018,1,17.426567,10.069499
346,Educational Instruction and Library Occupations,2020,1,17.437391,9.133134
347,Educational Instruction and Library Occupations,2019,1,16.92165,7.2390356
348,Sales and Related Occupations,2016,1,16.917643,7.315611
349,Educational Instruction and Library Occupations,2020,1,17.985643,3.3032286
350,Sales and Related Occupations,2019,1,16.778122,8.729204
351,Business and Financial Operations Occupations,2022,1,16.949284,7.62706
352,Sales and Related Occupations,2021,1,23.208166,7.597007
353,Business and Financial Operations Occupations,2017,1,17.149578,5.814738
354,Educational Instruction and Library Occupations,2021,1,18.690493,10.36195
355,Management Occupations,2025,1,18.559048,10.2645445
356,Computer and Mathematical Occupations,2017,1,16.928583,8.900134
357,Computer and Mathematical Occupations,2016,1,17.561083,8.818799
358,Sales and Related Occupations,2018,1,16.761892,8.36981
359,Management Occupations,2016,1,16.922228,7.7205725
360,Management Occupations,2016,1,17.198473,3.8219872
361,Sales and Related Occupations,2021,1,18.875755,10.470458
362,Educational Instruction and Library Occupations,2023,1,16.946161,7.4910254
363,Educational Instruction and Library Occupations,2020,1,17.428783,8.439452
364,Management Occupations,2014,1,16.78649,8.684718
365,Computer and Mathematical Occupations,2018,1,18.00055,3.2904794
366,Management Occupations,2021,1,16.97491,9.644434
367,Sales and Related Occupations,2014,1,23.122417,4.9666286
368,Management Occupations,2023,1,16.968561,7.8104277
369,Educational Instruction and Library Occupations,2024,1,21.808704,11.400901
370,Computer and Mathematical Occupations,2018,1,17.56369,8.435777
371,Computer and Mathematical Occupations,2020,1,17.438017,8.646283
372,Business and Financial Operations Occupations,2018,1,18.164265,10.167133
373,Computer and Mathematical Occupations,2019,1,17.100653,9.22183
374,Computer and Mathematical Occupations,2017,1,17.6641,8.600367
375,Sales and Related Occupations,2023,1,17.17928,3.8023894
376,Management Occupations,2020,1,18.576294,10.275726
377,Business and Financial Operations Occupations,2019,1,16.927288,7.2486234
378,Management Occupations,2023,1,16.482634,9.617674
379,Educational Instruction and Library Occupations,2014,1,16.486322,9.252629
380,Educational Instruction and Library Occupations,2016,1,17.2889,4.0319786
381,Sales and Related Occupations,2017,1,17.104538,9.726673
382,Management Occupations,2018,1,17.19023,3.7954578
383,Educational Instruction and Library Occupations,2023,1,16.726545,8.211622
384,Management Occupations,2024,1,17.40738,9.171255
385,Management Occupations,2021,1,23.208097,7.5970244
386,Management Occupations,2016,1,17.017582,7.8634744
387,Educational Instruction and Library Occupations,2022,1,17.4775,9.059234
388,Business and Financial Operations Occupations,2014,1,17.200918,9.818947
389,Management Occupations,2023,1,17.279957,9.929576
390,Educational Instruction and Library Occupations,2024,1,17.61991,8.568008
391,Business and Financial Operations Occupations,2023,1,15.587893,12.610525
392,Business and Financial Operations Occupations,2020,1,17.430223,8.416782
393,Business and Financial Operations Occupations,2020,1,17.033247,7.9419374
394,Computer and Mathematical Occupations,2024,1,17.59883,3.5265386
395,Business and Financial Operations Occupations,2022,1,23.208204,7.5970187
396,Computer and Mathematical Occupations,2020,1,12.025909,15.4765215
397,Computer and Mathematical Occupations,2018,1,17.199318,3.56532
398,Business and Financial Operations Occupations,2021,1,16.843998,9.66521
399,Business and Financial Operations Occupations,2025,1,23.208103,7.597006
400,Educational Instruction and Library Occupations,2017,1,17.541336,8.377134
401,Educational Instruction and Library Occupations,2023,1,17.335346,4.925237
402,Sales and Related Occupations,2022,1,17.22637,5.46056
403,Management Occupations,2022,1,21.807016,11.39943
404,Sales and Related Occupations,2016,1,18.971558,10.627014
405,Computer and Mathematical Occupations,2018,1,17.896538,2.827845
406,Business and Financial Operations Occupations,2018,1,16.491518,9.266244
407,Computer and Mathematical Occupations,2022,1,16.836273,6.7198124
408,Educational Instruction and Library Occupations,2020,1,17.549124,8.431636
409,Business and Financial Operations Occupations,2017,1,16.943913,6.323904
410,Business and Financial Operations Occupations,2015,1,16.761507,8.161096
411,Sales and Related Occupations,2017,1,17.001547,9.656895
412,Management Occupations,2015,1,12.031546,15.480694
413,Management Occupations,2023,1,17.260412,9.857587
414,Sales and Related Occupations,2023,1,17.520153,10.150203
415,Sales and Related Occupations,2018,1,18.849709,14.631078
416,Business and Financial Operations Occupations,2017,1,21.808609,11.400858
417,Educational Instruction and Library Occupations,2022,1,17.89694,2.8275864
418,Educational Instruction and Library Occupations,2015,1,16.749315,8.390038
419,Business and Financial Operations Occupations,2023,1,17.76628,3.5043788
420,Business and Financial Operations Occupations,2018,1,12.026752,15.477157
421,Computer and Mathematical Occupations,2015,1,16.909214,7.166838
422,Business and Financial Operations Occupations,2019,1,17.186806,9.20243
423,Educational Instruction and Library Occupations,2024,1,16.912828,7.9124045
424,Computer and Mathematical Occupations,2019,1,17.277584,5.213497
425,Business and Financial Operations Occupations,2022,1,17.548054,8.389774
426,Computer and Mathematical Occupations,2018,1,18.95542,10.612232
427,Sales and Related Occupations,2018,1,16.467632,9.49973
428,Computer and Mathematical Occupations,2018,1,17.473972,9.088652
429,Management Occupations,2021,1,21.808506,11.400793
430,Computer and Mathematical Occupations,2019,1,15.358066,12.866137
431,Computer and Mathematical Occupations,2015,1,16.869703,7.996751
432,Management Occupations,2021,1,18.888979,10.478773
433,Sales and Related Occupations,2023,1,17.291334,4.0221086
434,Management Occupations,2018,1,16.873295,6.6027265
435,Computer and Mathematical Occupations,2022,1,16.859621,9.66734
436,Business and Financial Operations Occupations,2023,1,16.908264,7.1809583
437,Sales and Related Occupations,2015,1,17.494713,9.080293
438,Sales and Related Occupations,2022,1,17.01405,7.870849
439,Management Occupations,2020,1,16.94275,7.5730023
440,Business and Financial Operations Occupations,2023,1,16.50618,9.600526
441,Educational Instruction and Library Occupations,2014,1,18.847986,14.629243
442,Educational Instruction and Library Occupations,2024,1,16.476315,9.537055
443,Sales and Related Occupations,2019,1,17.166714,9.814838
444,Management Occupations,2014,1,12.024669,15.475326
445,Management Occupations,2024,1,16.916769,7.19051
446,Educational Instruction and Library Occupations,2020,1,17.129637,5.845567
447,Management Occupations,2023,1,16.942715,7.375366
448,Business and Financial Operations Occupations,2010,1,18.177303,10.164075
449,Management Occupations,2018,1,18.031942,10.156945
450,Educational Instruction and Library Occupations,2021,1,16.770676,8.554606
451,Business and Financial Operations Occupations,2018,1,18.89069,10.479456
452,Management Occupations,2017,1,16.504713,9.271771
453,Sales and Related Occupations,2020,1,16.486153,9.573572
454,Management Occupations,2019,1,16.823908,6.7448397
455,Management Occupations,2020,1,17.18481,3.7911658
456,Educational Instruction and Library Occupations,2018,1,17.168365,9.155242
457,Management Occupations,2023,1,18.180134,10.168592
458,Management Occupations,2023,1,18.831266,14.613463
459,Computer and Mathematical Occupations,2017,1,17.197887,5.741369
460,Business and Financial Operations Occupations,2019,1,16.76127,8.704953
461,Educational Instruction and Library Occupations,2017,1,17.309769,4.963305
462,Computer and Mathematical Occupations,2024,1,17.378376,4.38682
463,Sales and Related Occupations,2016,1,15.35347,12.87321
464,Educational Instruction and Library Occupations,2023,1,16.480429,9.5439825
465,Business and Financial Operations Occupations,2017,1,21.808668,11.400843
466,Educational Instruction and Library Occupations,2023,1,18.232176,1.6387329
467,Business and Financial Operations Occupations,2018,1,17.265543,9.796894
468,Sales and Related Occupations,2018,1,16.515888,9.1920185
469,Business and Financial Operations Occupations,2023,1,23.208244,7.5970035
470,Business and Financial Operations Occupations,2019,1,16.829199,8.40958
471,Educational Instruction and Library Occupations,2016,1,17.168245,5.799122
472,Management Occupations,2024,1,17.237892,5.659595
473,Sales and Related Occupations,2018,1,17.572912,8.469288
